,Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
905,80,1,False,True,False,Shahrake Qods,560000000.0,18666.67
906,115,2,True,True,True,East Ferdows Boulevard,4200000000.0,140000.0
907,68,1,True,True,False,West Ferdows Boulevard,1950000000.0,65000.0
908,75,2,True,True,True,East Ferdows Boulevard,2350000000.0,78333.33
909,48,1,True,True,False,West Ferdows Boulevard,1900000000.0,63333.33
910,75,2,True,True,False,West Ferdows Boulevard,2450000000.0,81666.67
911,115,2,True,True,True,Shahran,5000000000.0,166666.67
912,106,2,True,True,True,East Ferdows Boulevard,3500000000.0,116666.67
913,56,1,True,True,True,East Ferdows Boulevard,1980000000.0,66000.0
914,58,1,True,True,True,East Ferdows Boulevard,2080000000.0,69333.33
915,95,2,True,True,True,Central Janatabad,3700000000.0,123333.33
916,50,1,True,True,True,West Ferdows Boulevard,1900000000.0,63333.33
917,60,2,True,True,False,Central Janatabad,2100000000.0,70000.0
918,60,1,True,True,True,East Ferdows Boulevard,1920000000.0,64000.0
919,92,2,True,True,False,Mehran,2500000000.0,83333.33
920,57,1,True,True,True,West Ferdows Boulevard,2300000000.0,76666.67
921,72,2,True,True,False,West Ferdows Boulevard,2300000000.0,76666.67
922,71,2,True,True,False,East Ferdows Boulevard,2280000000.0,76000.0
923,123,2,True,True,True,Northren Jamalzadeh,3600000000.0,120000.0
924,50,1,True,True,True,West Ferdows Boulevard,1950000000.0,65000.0
925,58,1,True,True,True,Shahr-e-Ziba,1850000000.0,61666.67
926,54,1,True,True,True,East Ferdows Boulevard,2050000000.0,68333.33
927,85,2,True,True,True,Shahr-e-Ziba,2350000000.0,78333.33
928,85,2,True,True,True,West Ferdows Boulevard,3450000000.0,115000.0
929,125,3,False,True,True,Nasim Shahr,1300000000.0,43333.33
930,55,1,True,True,True,East Ferdows Boulevard,1920000000.0,64000.0
931,72,2,True,True,True,West Ferdows Boulevard,2500000000.0,83333.33
932,58,1,True,True,True,Shahr-e-Ziba,1850000000.0,61666.67
933,115,2,True,True,True,East Ferdows Boulevard,5200000000.0,173333.33
934,100,2,True,True,True,West Ferdows Boulevard,3450000000.0,115000.0
935,116,2,True,True,True,Persian Gulf Martyrs Lake,4170000000.0,139000.0
936,105,2,True,True,True,Persian Gulf Martyrs Lake,3250000000.0,108333.33
937,60,1,True,True,False,East Ferdows Boulevard,1800000000.0,60000.0
938,53,1,True,True,True,Feiz Garden,2120000000.0,70666.67
939,55,1,True,True,True,East Ferdows Boulevard,1780000000.0,59333.33
940,76,2,True,True,True,East Ferdows Boulevard,2250000000.0,75000.0
941,111,3,True,True,True,Persian Gulf Martyrs Lake,3500000000.0,116666.67
942,77,2,True,True,True,Golestan,2150000000.0,71666.67
943,58,1,True,True,True,East Ferdows Boulevard,1860000000.0,62000.0
944,94,2,True,True,False,Southern Program Organization,3200000000.0,106666.67
945,58,1,True,True,True,Shahr-e-Ziba,1880000000.0,62666.67
946,108,2,True,True,True,Golestan,3300000000.0,110000.0
947,56,1,True,True,True,Feiz Garden,2000000000.0,66666.67
948,84,2,True,True,True,North Program Organization,3250000000.0,108333.33
949,60,2,True,True,True,Azarbaijan,1950000000.0,65000.0
950,53,1,False,True,True,Pardis,470000000.0,15666.67
951,73,2,True,True,True,Pirouzi,2555000000.0,85166.67
952,73,2,False,False,True,Pirouzi,1970000000.0,65666.67
953,150,3,True,True,True,Pirouzi,5100000000.0,170000.0
954,114,2,True,True,True,Pirouzi,3762000000.0,125400.0
955,66,2,True,True,True,Ostad Moein,1585000000.0,52833.33
956,53,1,False,True,True,Pardis,540000000.0,18000.0
957,125,3,True,True,True,Pirouzi,4000000000.0,133333.33
958,145,3,True,True,True,Gheitarieh,13625000000.0,454166.67
959,197,3,True,True,True,Dezashib,18715000000.0,623833.33
960,105,2,True,True,True,Koohsar,4000000000.0,133333.33
961,135,3,True,True,True,Tenant,4050000000.0,135000.0
962,137,3,True,True,True,Shams Abad,4660000000.0,155333.33
963,90,2,True,True,False,Central Janatabad,3200000000.0,106666.67
964,125,2,True,True,True,Southern Janatabad,6625000000.0,220833.33
965,175,3,True,True,True,Gheitarieh,15500000000.0,516666.67
966,52,1,True,True,True,East Ferdows Boulevard,2300000000.0,76666.67
967,110,3,True,True,True,Persian Gulf Martyrs Lake,3100000000.0,103333.33
968,110,3,True,True,True,Persian Gulf Martyrs Lake,3100000000.0,103333.33
969,112,2,True,False,True,Persian Gulf Martyrs Lake,3300000000.0,110000.0
970,65,2,True,True,True,Shahran,2150000000.0,71666.67
971,48,1,True,True,True,Andisheh,400000000.0,13333.33
972,105,2,True,True,True,Persian Gulf Martyrs Lake,2800000000.0,93333.33
973,56,1,True,True,True,Shahr-e-Ziba,2240000000.0,74666.67
974,108,2,True,True,True,Golestan,1900000000.0,63333.33
975,78,2,True,True,True,Southern Janatabad,2920000000.0,97333.33
976,85,2,True,True,True,Parand,520000000.0,17333.33
977,105,2,True,True,True,Pardis,535000000.0,17833.33
978,145,3,True,True,True,Saadat Abad,11000000000.0,366666.67
979,145,3,True,True,True,Punak,8990000000.0,299666.67
980,140,3,True,True,True,Punak,6200000000.0,206666.67
981,66,2,True,True,True,Ostad Moein,1580000000.0,52666.67
982,121,3,True,True,True,Persian Gulf Martyrs Lake,3650000000.0,121666.67
983,105,2,True,True,True,Persian Gulf Martyrs Lake,3250000000.0,108333.33
984,150,2,False,True,True,Chardangeh,1200000000.0,40000.0
985,98,2,True,True,True,Central Janatabad,4480000000.0,149333.33
986,108,2,True,True,True,Persian Gulf Martyrs Lake,3350000000.0,111666.67
987,95,2,True,True,True,Ostad Moein,2600000000.0,86666.67
988,64,1,False,False,True,Fallah,900000000.0,30000.0
989,75,1,True,False,True,Fallah,1875000000.0,62500.0
990,50,1,True,True,True,West Ferdows Boulevard,1950000000.0,65000.0
991,90,2,True,True,True,Persian Gulf Martyrs Lake,2500000000.0,83333.33
992,93,2,True,True,True,Fallah,1510000000.0,50333.33
993,148,3,True,True,True,Persian Gulf Martyrs Lake,5750000000.0,191666.67
994,64,1,False,True,False,Eskandari,1050000000.0,35000.0
995,114,2,True,True,True,Persian Gulf Martyrs Lake,3600000000.0,120000.0
996,107,2,True,True,True,Persian Gulf Martyrs Lake,3500000000.0,116666.67
997,113,2,True,True,True,Persian Gulf Martyrs Lake,3270000000.0,109000.0
998,115,2,True,True,True,Gheitarieh,7400000000.0,246666.67
999,115,2,True,True,True,Persian Gulf Martyrs Lake,3600000000.0,120000.0
1000,120,2,True,True,True,Gholhak,8400000000.0,280000.0
1001,76,2,True,True,True,Central Janatabad,2700000000.0,90000.0
1002,106,2,True,True,True,North Program Organization,4520000000.0,150666.67
1003,105,2,True,True,True,Gheitarieh,6900000000.0,230000.0
1004,87,2,False,False,True,Ray,1570000000.0,52333.33
1005,68,2,True,True,True,Ostad Moein,1970000000.0,65666.67
1006,70,2,True,True,True,Punak,2580000000.0,86000.0
1007,165,3,True,True,True,Ostad Moein,5250000000.0,175000.0
1008,365,4,True,True,True,Dorous,47450000000.0,1581666.67
1009,175,3,True,True,True,Pasdaran,15500000000.0,516666.67
1010,50,1,True,True,True,West Ferdows Boulevard,1950000000.0,65000.0
1011,70,2,True,True,True,Saadat Abad,4800000000.0,160000.0
1012,165,3,True,True,True,Marzdaran,10230000000.0,341000.0
1013,115,2,True,True,True,Central Janatabad,5080000000.0,169333.33
1014,93,2,True,False,True,Shahr-e-Ziba,2900000000.0,96666.67
1015,181,3,True,True,True,Marzdaran,13000000000.0,433333.33
1016,57,1,True,True,True,Ostad Moein,1600000000.0,53333.33
1017,175,3,True,True,True,Marzdaran,11375000000.0,379166.67
1018,146,3,True,True,True,Marzdaran,8500000000.0,283333.33
1019,135,3,True,True,True,Marzdaran,6200000000.0,206666.67
1020,50,1,True,True,True,Southern Program Organization,1980000000.0,66000.0
1021,110,2,True,True,True,Pardis,535000000.0,17833.33
1022,108,2,True,True,True,Mahallati,7000000000.0,233333.33
1023,121,3,True,True,True,Pardis,610000000.0,20333.33
1024,220,3,True,True,True,Elahieh,35200000000.0,1173333.33
1025,240,4,True,True,True,Elahieh,38500000000.0,1283333.33
1026,90,2,True,True,True,Shahrakeh Naft,5500000000.0,183333.33
1027,117,2,True,True,True,Niavaran,12500000000.0,416666.67
1028,142,3,True,True,True,Punak,7550000000.0,251666.67
1029,55,1,True,True,False,West Ferdows Boulevard,1950000000.0,65000.0
1030,85,2,True,True,True,Shahran,3300000000.0,110000.0
1031,162,3,True,True,True,Niavaran,16300000000.0,543333.33
1032,100,2,True,True,True,Ajudaniye,6500000000.0,216666.67
1033,165,3,True,True,True,Shahrake Gharb,12400000000.0,413333.33
1034,150,3,True,True,True,Niavaran,15000000000.0,500000.0
1035,83,2,True,True,True,Qazvin Imamzadeh Hassan,1450000000.0,48333.33
1036,200,3,True,False,True,West Pars,10000000000.0,333333.33
1037,95,2,True,True,True,Abazar,6700000000.0,223333.33
1038,82,2,True,True,True,Persian Gulf Martyrs Lake,2350000000.0,78333.33
1039,112,3,True,True,True,Shahran,5600000000.0,186666.67
1040,96,2,True,True,True,Northern Janatabad,3900000000.0,130000.0
1041,86,3,True,True,True,Parand,425000000.0,14166.67
1042,105,2,True,True,True,Pardis,940000000.0,31333.33
1043,115,2,True,True,True,Ostad Moein,3280000000.0,109333.33
1044,87,2,True,True,True,Shahr-e-Ziba,3000000000.0,100000.0
1045,165,3,True,True,True,Farmanieh,11500000000.0,383333.33
1046,135,3,True,True,True,Marzdaran,7425000000.0,247500.0
1047,110,2,True,True,True,Feiz Garden,3670000000.0,122333.33
1048,80,2,True,True,True,Southern Janatabad,3500000000.0,116666.67
1049,66,2,True,True,True,Southern Janatabad,1800000000.0,60000.0
1050,88,2,True,True,True,Qazvin Imamzadeh Hassan,1550000000.0,51666.67
1051,70,1,True,True,False,Shahrake Qods,870000000.0,29000.0
1052,130,3,True,True,True,Feiz Garden,5600000000.0,186666.67
1053,87,2,True,True,True,North Program Organization,3000000000.0,100000.0
1054,86,2,True,True,True,Southern Janatabad,4500000000.0,150000.0
1055,62,1,True,True,True,Southern Program Organization,2400000000.0,80000.0
1056,125,3,True,True,True,Punak,6300000000.0,210000.0
1057,87,2,True,True,True,Pardis,725000000.0,24166.67
1058,70,2,True,True,True,Southern Janatabad,2000000000.0,66666.67
1059,65,2,True,True,True,Southern Janatabad,2700000000.0,90000.0
1060,64,2,True,True,True,Southern Janatabad,2100000000.0,70000.0
1061,62,2,True,True,True,Southern Janatabad,2200000000.0,73333.33
1062,70,2,True,True,True,Southern Janatabad,2500000000.0,83333.33
1063,140,3,True,True,True,Gheitarieh,8000000000.0,266666.67
1064,125,3,True,True,True,Gheitarieh,7100000000.0,236666.67
1065,68,2,True,True,True,Southern Janatabad,2100000000.0,70000.0
1066,67,2,True,False,False,West Ferdows Boulevard,2200000000.0,73333.33
1067,64,2,True,True,True,Southern Janatabad,2050000000.0,68333.33
1068,64,2,True,True,False,Jeyhoon,1500000000.0,50000.0
1069,95,2,True,True,False,Northern Janatabad,3900000000.0,130000.0
1070,97,2,True,True,True,Pardis,770000000.0,25666.67
1071,136,3,True,True,True,Persian Gulf Martyrs Lake,4300000000.0,143333.33
1072,70,1,True,True,True,West Ferdows Boulevard,2400000000.0,80000.0
1073,85,2,True,True,True,Qazvin Imamzadeh Hassan,1507000000.0,50233.33
1074,105,2,True,True,True,Pardis,950000000.0,31666.67
1075,50,1,True,False,True,North Program Organization,1900000000.0,63333.33
1076,57,1,True,True,True,Southern Program Organization,2750000000.0,91666.67
1077,121,3,True,True,True,Pardis,610000000.0,20333.33
1078,95,2,True,True,True,West Ferdows Boulevard,3300000000.0,110000.0
1079,65,2,True,True,True,West Ferdows Boulevard,2380000000.0,79333.33
1080,100,2,False,True,False,Tehransar,2000000000.0,66666.67
1081,128,3,True,True,True,Kook,3950000000.0,131666.67
1082,93,2,True,True,True,Gheitarieh,6000000000.0,200000.0
1083,75,2,True,True,True,Qazvin Imamzadeh Hassan,1275000000.0,42500.0
1084,133,4,True,True,False,Jeyhoon,4700000000.0,156666.67
1085,100,2,True,True,True,Northern Janatabad,4450000000.0,148333.33
1086,140,3,True,True,True,Persian Gulf Martyrs Lake,4800000000.0,160000.0
1087,92,2,True,True,True,Central Janatabad,3570000000.0,119000.0
1088,120,2,True,True,False,Amirabad,4500000000.0,150000.0
1089,45,1,True,True,False,Jeyhoon,1030000000.0,34333.33
1090,130,2,True,True,False,Gheitarieh,6890000000.0,229666.67
1091,95,2,False,True,True,Nawab,2185000000.0,72833.33
1092,150,3,False,False,False,Gheitarieh,10500000000.0,350000.0
1093,72,2,True,True,True,Qazvin Imamzadeh Hassan,1206000000.0,40200.0
1094,60,1,True,True,True,Central Janatabad,3350000000.0,111666.67
1095,190,3,True,True,True,Dorous,12000000000.0,400000.0
1096,125,2,True,True,True,Shahrake Gharb,9750000000.0,325000.0
1097,90,2,True,True,True,North Program Organization,3420000000.0,114000.0
1098,105,2,True,True,True,Shahr-e-Ziba,4100000000.0,136666.67
1099,90,2,True,True,True,Shahran,2850000000.0,95000.0
1100,102,2,True,True,True,Southern Janatabad,5600000000.0,186666.67
1101,50,1,True,True,True,Ostad Moein,1500000000.0,50000.0
1102,66,2,True,True,False,Punak,2250000000.0,75000.0
1103,125,3,True,True,True,Yousef Abad,8750000000.0,291666.67
1104,132,3,True,True,True,Parand,2050000000.0,68333.33
1105,103,2,True,True,True,Central Janatabad,4300000000.0,143333.33
1106,270,5,True,True,False,Yousef Abad,13500000000.0,450000.0
1107,130,2,True,True,True,Shahran,4180000000.0,139333.33
1110,160,3,True,True,True,Amirabad,8320000000.0,277333.33
1111,110,2,True,True,True,Shahran,3410000000.0,113666.67
1112,75,2,True,True,True,Shahran,1980000000.0,66000.0
1113,75,2,True,True,True,Shahran,2400000000.0,80000.0
1114,85,2,True,True,True,Northern Suhrawardi,4500000000.0,150000.0
1115,225,3,True,True,True,Heravi,15750000000.0,525000.0
1116,130,3,True,True,True,Saadat Abad,8500000000.0,283333.33
1117,73,2,True,True,True,Qazvin Imamzadeh Hassan,1679000000.0,55966.67
1118,95,2,True,True,True,Saadat Abad,5500000000.0,183333.33
1119,250,4,True,True,False,Shahrake Gharb,35000000000.0,1166666.67
1120,65,2,True,True,True,Salsabil,1750000000.0,58333.33
1121,64,2,True,True,True,Azarbaijan,2090000000.0,69666.67
1122,94,2,True,True,True,Villa,4130000000.0,137666.67
1123,110,2,True,True,True,Pardis,375000000.0,12500.0
1124,105,2,True,True,True,Pardis,550000000.0,18333.33
1125,145,3,True,True,True,Heravi,9000000000.0,300000.0
1126,105,2,True,True,True,Pardis,875000000.0,29166.67
1127,120,2,True,True,True,Farmanieh,12000000000.0,400000.0
1128,100,2,True,True,True,Hakimiyeh,3100000000.0,103333.33
1129,115,2,True,True,True,Water Organization,3800000000.0,126666.67
1130,100,2,False,True,True,Shahr-e-Ziba,3300000000.0,110000.0
1131,63,1,True,True,True,Ostad Moein,1280000000.0,42666.67
1132,55,1,False,False,False,West Ferdows Boulevard,1900000000.0,63333.33
1133,220,3,True,True,True,Heravi,15400000000.0,513333.33
1134,123,3,True,True,True,Nezamabad,3300000000.0,110000.0
1135,81,2,True,True,True,Qazvin Imamzadeh Hassan,1420000000.0,47333.33
1136,130,3,True,True,True,Jeyhoon,2800000000.0,93333.33
1137,108,2,True,True,True,Pasdaran,7700000000.0,256666.67
1138,135,3,True,True,True,Qasr-od-Dasht,2950000000.0,98333.33
1139,82,2,True,True,True,West Ferdows Boulevard,3500000000.0,116666.67
1140,120,2,True,True,True,Southern Program Organization,4250000000.0,141666.67
1141,303,3,True,True,True,Ajudaniye,30000000000.0,1000000.0
1142,200,3,True,True,True,Ozgol,18000000000.0,600000.0
1143,50,1,True,True,True,Shahran,1850000000.0,61666.67
1144,80,2,True,True,True,Shahran,3550000000.0,118333.33
1145,100,2,True,True,True,Pardis,1100000000.0,36666.67
1146,85,2,True,True,True,Shahran,2380000000.0,79333.33
1147,44,1,True,True,False,Shahran,1390000000.0,46333.33
1148,115,2,True,True,True,Tajrish,8200000000.0,273333.33
1149,75,2,True,True,True,North Program Organization,2930000000.0,97666.67
1150,65,1,True,True,True,Shahran,2220000000.0,74000.0
1151,86,2,True,True,True,Central Janatabad,3480000000.0,116000.0
1152,106,2,True,True,True,Yousef Abad,5700000000.0,190000.0
1153,203,3,True,True,True,Zaferanieh,36000000000.0,1200000.0
1154,92,2,True,True,True,Shahr-e-Ziba,2700000000.0,90000.0
1155,62,1,True,True,True,Southern Program Organization,2170000000.0,72333.33
1156,92,2,True,True,True,Pasdaran,6700000000.0,223333.33
1157,180,3,True,True,True,Pasdaran,9900000000.0,330000.0
1158,85,2,True,True,True,Central Janatabad,3150000000.0,105000.0
1159,60,1,True,True,True,Saadat Abad,3300000000.0,110000.0
1160,100,2,True,True,True,East Ferdows Boulevard,3400000000.0,113333.33
1161,100,2,True,True,True,Northern Janatabad,5100000000.0,170000.0
1162,121,2,True,True,True,Garden of Saba,7500000000.0,250000.0
1163,63,1,True,True,True,Farmanieh,5600000000.0,186666.67
1164,98,2,True,True,True,West Ferdows Boulevard,4400000000.0,146666.67
1165,67,2,True,True,True,Pasdaran,3500000000.0,116666.67
1166,87,2,True,True,True,West Ferdows Boulevard,2830000000.0,94333.33
1167,115,3,True,True,True,Pasdaran,5300000000.0,176666.67
1168,49,1,False,False,True,Punak,2300000000.0,76666.67
1169,40,0,False,True,False,Ostad Moein,650000000.0,21666.67
1170,130,3,True,True,True,Yousef Abad,8000000000.0,266666.67
1171,144,3,True,True,False,Pasdaran,8000000000.0,266666.67
1172,66,2,True,True,True,Ostad Moein,1585000000.0,52833.33
1173,53,1,True,True,True,Southern Janatabad,2430000000.0,81000.0
1174,88,2,True,True,True,Central Janatabad,3400000000.0,113333.33
1175,105,2,True,True,True,Southern Janatabad,3900000000.0,130000.0
1176,90,2,True,True,True,Qalandari,6560000000.0,218666.67
1177,125,2,True,True,True,Dezashib,11250000000.0,375000.0
1178,75,2,True,True,True,Tarasht,2150000000.0,71666.67
1179,170,3,True,True,True,Niavaran,17000000000.0,566666.67
1180,204,3,True,True,True,Elahieh,32640000000.0,1088000.0
1181,95,2,True,True,True,Feiz Garden,3600000000.0,120000.0
1182,54,1,True,True,False,Andisheh,500000000.0,16666.67
1183,98,2,True,True,True,Shahr-e-Ziba,3220000000.0,107333.33
1184,90,2,True,True,True,Feiz Garden,3600000000.0,120000.0
1185,97,2,True,True,True,Feiz Garden,3800000000.0,126666.67
1186,71,2,True,True,True,East Ferdows Boulevard,2530000000.0,84333.33
1187,150,3,True,True,True,Shahrake Gharb,12000000000.0,400000.0
1188,116,3,True,True,True,Pasdaran,8100000000.0,270000.0
1189,120,2,True,True,True,Saadat Abad,8600000000.0,286666.67
1190,79,2,True,True,True,West Ferdows Boulevard,2400000000.0,80000.0
1191,79,2,True,True,True,West Ferdows Boulevard,3100000000.0,103333.33
1192,135,2,True,True,True,Dorous,10000000000.0,333333.33
1193,110,2,True,True,True,West Ferdows Boulevard,3950000000.0,131666.67
1194,75,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
1195,110,3,True,True,True,Shahr-e-Ziba,4700000000.0,156666.67
1196,87,2,True,True,True,West Ferdows Boulevard,3800000000.0,126666.67
1197,75,2,True,True,True,Punak,3750000000.0,125000.0
1198,108,2,True,True,True,West Ferdows Boulevard,3950000000.0,131666.67
1199,110,2,True,True,True,Central Janatabad,5700000000.0,190000.0
1200,100,2,True,True,True,Shahr-e-Ziba,5100000000.0,170000.0
1201,63,1,True,True,True,Ostad Moein,1280000000.0,42666.67
1202,140,3,True,True,True,Shahrake Gharb,9200000000.0,306666.67
1203,72,2,True,True,False,Southern Janatabad,2113000000.0,70433.33
1204,73,2,True,True,False,Southern Janatabad,2108000000.0,70266.67
1205,145,3,True,True,True,Dezashib,12325000000.0,410833.33
1206,75,2,True,True,False,Northern Janatabad,2385000000.0,79500.0
1207,92,2,True,True,True,Yousef Abad,6300000000.0,210000.0
1208,80,2,True,True,True,Si Metri Ji,2220000000.0,74000.0
1209,127,2,True,True,True,Ekhtiarieh,8890000000.0,296333.33
1210,66,2,True,True,True,Ostad Moein,1585000000.0,52833.33
1211,74,2,True,True,True,Yousef Abad,3920000000.0,130666.67
1212,105,3,True,True,True,Parand,1260000000.0,42000.0
1213,112,3,True,True,False,Parand,1400000000.0,46666.67
1214,120,2,True,True,True,Shahrake Gharb,7500000000.0,250000.0
1215,123,3,True,True,True,Pardis,500000000.0,16666.67
1216,140,3,True,True,True,Shahrake Gharb,10000000000.0,333333.33
1217,63,1,True,True,True,Punak,3500000000.0,116666.67
1218,56,1,True,True,True,Punak,1950000000.0,65000.0
1219,105,2,True,True,True,Feiz Garden,4350000000.0,145000.0
1220,97,2,True,True,True,Yousef Abad,5000000000.0,166666.67
1221,140,3,True,True,True,Jordan,9200000000.0,306666.67
1222,60,2,True,True,False,Central Janatabad,1650000000.0,55000.0
1223,100,2,True,True,True,Pardis,500000000.0,16666.67
1224,54,1,False,True,True,Punak,2000000000.0,66666.67
1225,90,2,True,True,True,Ekhtiarieh,6000000000.0,200000.0
1226,92,2,True,True,True,Feiz Garden,3950000000.0,131666.67
1227,65,2,False,True,False,Feiz Garden,1900000000.0,63333.33
1228,76,2,True,True,True,Andisheh,896000000.0,29866.67
1229,72,2,True,True,True,Southern Janatabad,2600000000.0,86666.67
1230,135,3,True,True,True,Farmanieh,11500000000.0,383333.33
1231,54,1,False,True,True,Punak,2000000000.0,66666.67
1232,87,2,True,True,True,Pardis,500000000.0,16666.67
1233,255,3,True,True,True,Farmanieh,26000000000.0,866666.67
1234,100,2,True,True,False,Yousef Abad,4300000000.0,143333.33
1235,194,2,True,True,True,Niavaran,19845000000.0,661500.0
1236,600,2,True,True,True,Qalandari,9150000000.0,305000.0
1237,160,3,True,True,True,Saadat Abad,13500000000.0,450000.0
1238,98,2,True,True,True,Gheitarieh,6958000000.0,231933.33
1239,133,3,False,False,False,Andisheh,1600000000.0,53333.33
1240,108,2,True,True,True,West Ferdows Boulevard,5616000000.0,187200.0
1241,76,2,True,True,True,Shahr-e-Ziba,2800000000.0,93333.33
1242,73,2,True,True,True,Razi,1230000000.0,41000.0
1243,76,2,True,True,True,Southern Program Organization,3150000000.0,105000.0
1244,80,2,True,True,True,Southern Program Organization,3680000000.0,122666.67
1245,92,2,True,True,True,Gheitarieh,6600000000.0,220000.0
1246,130,2,True,True,True,Qalandari,8500000000.0,283333.33
1247,71,2,True,True,True,Azari,1640000000.0,54666.67
1248,56,1,True,True,True,Shahran,1900000000.0,63333.33
1249,105,2,True,True,True,Pardis,890000000.0,29666.67
1250,110,2,True,True,True,West Ferdows Boulevard,3750000000.0,125000.0
1251,93,2,True,True,True,Central Janatabad,4370000000.0,145666.67
1252,179,3,True,True,True,Pasdaran,9645000000.0,321500.0
1253,100,2,True,True,True,Gholhak,6200000000.0,206666.67
1254,110,3,True,True,True,Saadat Abad,5200000000.0,173333.33
1255,98,2,True,True,True,Northern Janatabad,4850000000.0,161666.67
1256,101,2,True,True,True,Saadat Abad,5550000000.0,185000.0
1257,105,2,True,True,True,Pardis,800000000.0,26666.67
1258,157,3,True,True,True,Heravi,9850000000.0,328333.33
1259,180,3,True,True,True,Pasdaran,9900000000.0,330000.0
1260,90,2,True,True,True,Qazvin Imamzadeh Hassan,1620000000.0,54000.0
1261,97,2,True,True,True,Pardis,760000000.0,25333.33
1262,120,3,True,True,True,Persian Gulf Martyrs Lake,1272000000.0,42400.0
1263,303,4,True,True,True,Velenjak,48000000000.0,1600000.0
1264,60,1,True,True,True,Yousef Abad,3250000000.0,108333.33
1265,245,5,True,True,True,Dezashib,14500000000.0,483333.33
1266,100,2,True,True,True,Pardis,790000000.0,26333.33
1267,185,3,True,True,True,Pasdaran,10750000000.0,358333.33
1268,62,2,True,True,True,Central Janatabad,3500000000.0,116666.67
1269,79,2,True,True,True,Central Janatabad,2999000000.0,99966.67
1270,400,5,True,True,False,Mirdamad,56000000000.0,1866666.67
1271,200,3,True,True,True,Southern Chitgar,5000000000.0,166666.67
1272,105,2,True,True,True,Pardis,860000000.0,28666.67
1273,128,3,True,True,True,Shahrake Apadana,5700000000.0,190000.0
1274,115,3,True,True,True,Punak,6670000000.0,222333.33
1275,377,4,True,True,True,Elahieh,31668000000.0,1055600.0
1276,77,2,True,True,False,Central Janatabad,2400000000.0,80000.0
1277,190,3,True,True,True,Punak,11400000000.0,380000.0
1278,65,1,True,True,True,Shahran,1880000000.0,62666.67
1279,97,2,True,True,True,Punak,4700000000.0,156666.67
1280,130,3,True,True,True,Yousef Abad,7800000000.0,260000.0
1281,133,3,True,True,True,Dorous,8600000000.0,286666.67
1282,143,3,True,True,True,Northern Janatabad,4400000000.0,146666.67
1283,76,2,True,True,True,Central Janatabad,4150000000.0,138333.33
1284,155,3,True,True,True,West Ferdows Boulevard,5000000000.0,166666.67
1285,97,2,True,True,True,Pardis,760000000.0,25333.33
1286,96,2,True,True,True,Ekbatan,4200000000.0,140000.0
1287,190,3,True,True,True,Gheitarieh,14000000000.0,466666.67
1288,147,3,True,True,True,Heravi,9100000000.0,303333.33
1289,85,2,True,True,True,East Ferdows Boulevard,2800000000.0,93333.33
1290,76,2,True,True,True,Ekbatan,3600000000.0,120000.0
1291,103,2,True,True,True,Niavaran,7000000000.0,233333.33
1292,194,3,True,True,True,Niavaran,19858000000.0,661933.33
1293,95,2,True,True,True,Saadat Abad,6200000000.0,206666.67
1294,79,2,False,True,False,Northern Janatabad,3200000000.0,106666.67
1295,83,2,True,True,True,Parand,705500000.0,23516.67
1296,70,2,True,True,True,Southern Program Organization,2500000000.0,83333.33
1297,87,2,True,True,True,Niavaran,4600000000.0,153333.33
1298,87,2,False,True,True,Pardis,500000000.0,16666.67
1299,84,3,True,True,True,Andisheh,1554000000.0,51800.0
1300,91,2,True,True,True,Tarasht,3100000000.0,103333.33
1301,145,2,True,True,True,Gheitarieh,12000000000.0,400000.0
1302,68,2,True,True,True,North Program Organization,2450000000.0,81666.67
1303,127,3,True,True,True,Garden of Saba,5588000000.0,186266.67
1304,68,1,True,True,True,Ekbatan,3100000000.0,103333.33
1305,105,2,True,True,True,Pardis,539000000.0,17966.67
1306,89,2,True,True,True,Shahran,3190000000.0,106333.33
1307,82,2,True,True,True,Ostad Moein,2600000000.0,86666.67
1308,65,1,True,True,False,Punak,2250000000.0,75000.0
1309,80,2,True,True,True,Gholhak,4900000000.0,163333.33
1310,145,3,True,True,True,Niavaran,14500000000.0,483333.33
1311,235,3,True,True,True,Niavaran,20000000000.0,666666.67
1312,192,3,True,True,True,Kamranieh,33490000000.0,1116333.33
1313,160,3,True,True,True,Kamranieh,13120000000.0,437333.33
1314,160,3,True,True,True,Niavaran,18400000000.0,613333.33
1315,106,2,True,True,True,Pardis,800000000.0,26666.67
1316,75,2,False,True,True,Shahrake Qods,620000000.0,20666.67
1317,100,2,True,True,True,Shahrake Qods,800000000.0,26666.67
1318,58,1,True,True,True,Ekbatan,2850000000.0,95000.0
1319,97,2,True,True,True,Pardis,770000000.0,25666.67
1320,44,1,False,True,False,Pirouzi,790000000.0,26333.33
1321,108,2,True,True,True,Gheitarieh,9000000000.0,300000.0
1322,87,2,True,True,True,Amirabad,550000000.0,18333.33
1323,231,3,True,True,True,Zaferanieh,43197000000.0,1439900.0
1324,120,3,True,True,True,Persian Gulf Martyrs Lake,1750000000.0,58333.33
1325,103,2,True,True,True,Saadat Abad,5700000000.0,190000.0
1326,78,2,False,False,False,Parand,455000000.0,15166.67
1327,85,2,True,True,True,Gheitarieh,7200000000.0,240000.0
1328,195,3,True,True,True,Velenjak,19500000000.0,650000.0
1329,142,3,True,True,True,Amirabad,5500000000.0,183333.33
